Review,Rating
"永远的银幕经典.再说了,乱世佳人是我最爱看的书.",5
原来80年前斯嘉丽就当了黑寡妇。,4
电影非常出色，但我非常讨厌斯嘉丽这个角色，这是一个彻头彻尾的渣女，永远以自我为中心，把自己的幸福和所谓“独立”建立在欺骗及他人的痛苦之上。瑞德的许多言行虽然不太正人君子，但本质上还是善良的，相比之下斯嘉丽的自私则是深入骨髓的，简直不可救药，实在没法理解这样一个角色怎么能把一大帮观众给迷得不要不要的。瑞德甩掉斯嘉丽的一幕真是大快人心。,4
斯嘉丽和白瑞德真是最经典的荧幕形象，很少见哪部电影能以如此大的气魄和史诗气魄来塑造一个女性的一生而且还是一个富有魅力的“坏”女人。,4
Tomorrow is another day，这是我听过的最逼真的谎言。,4
白瑞德曾一度是我的梦中情人，在那个朦胧到不懂得恋爱的年纪。,5
一把红土一把泪,5
"喜欢的很看到費為例吃著乾癟的胡蘿蔔,發誓的時候我決堤了,以後每當看到那裡的時候都會哭",5
中学看的，当时只记得电影特别长，一直看到太阳落山。看完之后整个人难过了很久，不成熟的时候接受不了不完美的结局。,5
今年刚好是【乱世佳人】八十周年，没想到在中国电影资料重看了4K修复版，完美了！这部电影实在是太了不起了，即使是拿到现在，也没有多少电影敢这么塑造女性角色，斯嘉丽实在是太迷人了，越往后这个角色身上越散发着人性的光芒。,5
只能说我真的不是很喜欢斯嘉丽……= =；但故事不错，作为一个70年前的片子它已经足够好,4
乱世造英雄，乱世还造女强人！郝思嘉原来是一个整天只知道打扮参加宴会的娇滴滴的富家小姐，经历过磨难后成长为了一个自己驾马车自己经商的女强人特佩服女主的坚强和勇气。她和瑞德是绝配，两个人都不是什么好人很多行为被人不耻，但是他们两个都是善良的人，郝思嘉其实最后爱上瑞德了只是醒悟的太晚了,5
至今为止，我仍然认为这是世界上最好看的电影。,5
"土地是世界上唯一值得你去为之工作, 为之战斗, 为之牺牲的东西,因为它是唯一永恒的东西。",4
记得费文丽那么漂亮,5
经典！！！费丽文为什么这么可爱？《乱世佳人》和《飘》。我比较喜欢后者，正如电影开始时打出了一行字幕：A civilization has gone with the wind.一个文明是随风而飘的，最终是要飘散的；一个人的命运是随风而飘的，最终也会飘散,5
莎翁看完直摇头，琼瑶看完要磕头，是大开大合的历史画卷，也是婆婆妈妈的狗血剧。痴心求爱的人到底可以多勇敢，电影点燃了当代人想象爱情的火焰，把人类社会曾追逐过的其他信仰照得暗淡无关。,5
最大的感触是，终于明白转身离开看似绝情其实是杀敌一千自损八百的迫不得已啊…@三里屯美嘉,5
如果我是白瑞德，我一定会原谅这个美丽，倔强，任性，坚强又有点口是心非的女人，不管她伤了我多深，就是这么没原则。感觉我更容易被女主吸引，费雯丽💋。,5
最后那些最无聊的事情，才是我最怀念的。,5
最让我感动的是电影开头，这对夫妻志趣相投、相濡以沫，我想自己能不能找到这样的另一半呢,5
有史以来最强壮的老爷爷和最轻便的房屋~一群最不靠谱的狗和一只引人发笑的怪鸟~外加一位惹人喜爱却戏份不多的老奶奶，组成了一部我大爱的好片！,5
从头哭到尾,5
“我总是记得那些无聊的小事情……”“感谢你给了我精彩的一生”，简单并深情着,4
史上第二彪悍钉子户的离奇拆迁故事。Pixar完美地成熟了。,5
在影片最开头对老夫妻一生的回顾无疑是最大泪点，他们过了很好很幸福的一生，当垂垂老矣，他们仍深爱着对方，就算你已不在，也要带着他们曾经共同的梦想在生命的最终冒险一把，就像小朋友不畏惧一切的好奇心，对生活对梦想，再大的年纪都不是阻碍,5
爱和梦想，勇气和希望,5
"去掉小孩，坏蛋，狗，鸟的话，这会是部完美的短片，but......;
那段夫妻蒙太奇应该是我迄今最喜欢的pixar段落了;
有一点不得不佩服pixar，拍的第一部3D就能完全摒弃滥斛噱头；而片头前那个“国内首部真人3D电影”的三分钟预告片，足以列入反面教材的经典了",4
基本是儿童剧，最感人的部分一直到屋子初飞起的那一刻，之后就一直在梦游了..=。= 原本以为一切奇想不过是卡尔在再遇女孩那晚所做的一场梦，并且第二天天亮她还会来找他的…对男孩子气的艾莉的印象实在是太深了，这片要是只选取到艾莉死时，卡尔飞起气球，就是满分。皮克斯的技术没得说，因此4星,4
几十年的夫妻生活浓缩成几分钟那段美好死了。,5
近乎无可挑剔..,5
PIXAR总是这么perfect.原来和爱人相守一生是最大的冒险,5
前12分钟完美，后面剧作不及技术好。,4
触动内心最柔软的温情,5
相识相爱相伴到老是人生最浪漫的事。其实爱情不需要轰轰烈烈，柴米油盐普通的平淡的生活才是最真实的。珍惜人生旅途中陪你看风景的人吧。,5
我们都有过梦想，但长大后实现的人寥寥可数！看过这部动画片的人，或许你和我一样想到自己曾经的梦想，有没有努力，自己知道，看着身边一个个边看边哭的样子，我想这部片成功的地方在于孩子们的热情与梦想都是无限可能的，虽然我们随着年纪增长而缩小了范围，但那依旧是我们曾经的梦想,5
为爱妻遗愿，老钉子户一飞冲天，远赴南美寻梦,4
开头浓缩的一生，从小变老，简洁的一生确实最真实幸福的一生，爱不需要华丽的语言去修饰，爱只是简单的陪伴，那些看起来不起眼的小事，才是回忆里最温情的东西。,5
梦想，多久开始实现都不晚。《冰河世纪》也好，《史瑞克》也好，永远都赶不上皮克斯动画的情怀与意境。,4
期待8个月，皮克斯居然没让我失望！,5
皮克斯无法挡，我对这部太有爱。次次看都必哭。。。。。,5
想去那座山看看，很遥远在南非，希望能找一个人陪我去。很多人都曾梦想去某个地方，梦想去环游世界，现实中的负重让人很难迈出这一步，如果有勇气真希望走出去好好看看这个世界。,5
平平淡淡的温馨才是生活的本真，幸福也不过如此。,5
前15分钟果然是神作,5
梦想不在乎年龄不在乎时间只要你想,5
最震撼的片头，5分钟见证一生。,4
前面几分钟就让人落泪，后面却越来越不靠谱,3
皮克斯第一次，让我觉得，比较没劲,3
最美好的冒险就是和你一起厮守到老。,5
开头的五分钟就可以秒杀绝大部分电影,5
我曾跟朋友说，无法想象能有什么可以让我放弃到处流浪的自由。而现在我想，自己之所以会这么认为，也许是因为还没有遇见真正美好的感情。如果有一天，有一个与我有着深刻牵绊的人出现在我的生活里，也许我也会像后来的Ellie一样，心甘情愿地慢慢飘落下来，在那个人身边落地生根，与那个人一起长成两棵并肩的树。,3
"""It might sound boring,but I think the boring stuff is the stuff I remember the most.""",3
PIXAR总是能带来最单纯的美好,4
"South America is America,but in the south.",4
完完全全的道德绑架。不知道这部片子为什么分这么高，老爷爷守了一辈子的回忆和梦想被小屁孩毁了，而片子把这些归为“陈旧迂腐应该被抛弃的”？所以抛弃梦想和回忆还有一辈子的心血就为了实现和升华人性的光辉？这种圣母情怀抱歉我理解不能。而且我真的很讨厌成事不足败事有余而且又啰嗦的熊！孩！子！,3
前十一分钟迪士尼为我们讲述了一对夫妻从相知相识相爱到分别的故事，很温馨。之后老人的回忆房子要被拆迁，老人当起了钉子户，后被政府强制送到养老院，老人便决定用气球带着房屋环游世界，去实现对老伴的承诺，和一个为了获得协助长者勋章的小朋友一起探险的故事。,3
好温情的电影，这是最可爱的钉子户,5
大招放的太早，显得后半段平淡了,3
“受过伤害的人总是笑得最开心的，因为他们不愿意让身边的人承受一样的痛苦。”,4
"""最孤独的人最亲切，受过伤的人总是笑的最灿烂，因为他们不愿让身边的人承受一样的痛苦"" 从素媛到素望，生活有阳光才有希望，可可梦是全片最治愈点，哭成傻逼。“我总想睡一觉就能回到过去，可早上起来发现，还是没有任何变化，太伤心了...以前奶奶说，哎哟要死要死了，这大概就是人活在世的意义”",5
爸爸知道女儿介意排便器的塑料声为她准备装满塑料包装纸的糖果小包，女儿知道一直跟着身后的可可梦是爸爸。,5
太催泪了，素媛和爸爸之间的很多细节都特别感人，素媛住院时，爸爸笨拙的在电脑上搜索“如何和女儿交流”；出院后爸爸悄悄在她床头放上装满糖的小包让她背着来掩盖便袋的声音；还有素媛不再和爸爸亲近，他只能扮成可可梦哄她开心，每次想到笑嘻嘻的可可梦背后是一个无奈的父亲就会觉得特别心酸。,4
1，现实还是那么恶心，家人和童话让我们活下去。2，如果心灵得不到安慰，再公正的判决也终是悲剧。,5
难得的是没有利用亲情过度煽情，也没有过分纠缠于法律漏洞，避开了韩影最爱用的两个梗，而是更多的聚焦在创伤之后一家人的心理状态变化。重创之后生活始终继续，但你能选择如何面对。此片的所有感动点是来源于细节中和一家人共同努力渡过难关表现出来的积极心态，感动之余，倍感欣慰。有几处台词真心好,5
自认为很难被韩国电影感动，但本片爸爸第一次在女儿面前脱下卡通头套那里真是止不住地掉眼泪。跟之前的《熔炉》题材很接近，但是没有借此来过多抨击司法或者人性，更多地还是表现苦难过后对于心灵的疗伤，工厂和家长的捐款，孩子们的贴画，包括最后第二个孩子出世，都象征了生命的不屈与永恒,4
爸爸和小女孩演的都太好了，爸爸的基友一家人真不错，这样的人在世上少有了。还好孩子没有受到欺负，能有人正确的引导她，帮助她。人渣们都该死~！我哭死了,5
最感人的是素媛回家时那一墙的小纸条。,5
负能量正能量负能量正能量负能量正能量负能量正能量负能量正能量，已虐哭…,5
泪流满面。,5
简直要疯了，强奸未成年的都去死啊啊啊啊。片子虽然虐的要死，但是中间有很多让人特别暖心的细节，包括同事同学朋友的那些帮忙，父亲对女儿那种深沉的爱，让人觉得是可以战胜悲剧的。今年青龙奖给了这部最佳影片也是肯定了它的积极意义,4
真实事件改编的片子看过总是很堵得慌,4
“你能来到这个世上真是太好了。”【重看2022.05.16】,4
电影《素媛》原型罪犯，2020年12月正式出狱的赵斗淳，于2021年12月17号被非法闯入的男子A先生用钝器爆揍了一顿，虽然没有受致命伤，但69岁的他还是被打进了医院，目前还在接受治疗。,5
韩国电影在对人性方面的表达一直都很好，这部电影我看一次哭一次，很压抑，我们国家对这种事件的关注太少了，每次都是不了了之。,5
再也不敢看这种类型的电影了，犯人死刑n次都不够,5
"""最孤独的人最亲切，受过伤的人总是笑的最灿烂，因为他们不愿让身边的人承受一样的痛苦""",5
全程都是泪点，小男孩为了不让小女孩在受到伤害，和几个同学一起默默跟在后面，朋友、同学为了鼓励她，在小女孩家的门上贴满了祝福，爸爸为了消磨带给小女孩的记忆，带上很热的玩偶衣服，逗她开心保护她，小女孩说活着就是为了死去，顿时泪崩,5
看了两次哭了两次  听说真实事件中的小女孩16岁时自杀了… 愿天堂没有伤害  愿善良的人儿都被这世界温柔以待,5
所以酒精中毒后强奸幼女可以减刑而酒精中毒驾车就要加刑是什么原理？,4
看前面的惨剧其实会略反感，总觉得在消费别人的苦难。好在故事的重心在治愈与亲情，这也是最感人的部分，尤其父亲第二次扮人偶，太催泪了。,3
与《七号房的礼物》同属催泪亲情片，不过故事没那么飞，所以要节制平实了许多。剧力很强大，一些让人含泪而笑的段落设计得很出色，整体的表演质量非常高。用这种方式拍儿童性侵案，实在是太虐了，等内地上映，影院里会泪流成河的。,4
丧心病狂的施暴者仅仅判了12年扣除假期确实太便宜他了他对孩子的伤害是永久性不可逆的，为什么这个白痴法官要维持这个明显不公正的判决?素媛的爸爸一直在隐忍，判决结果出来再无忍耐最后抄起检察官的桌牌要拍死他懂事的素媛抱住爸爸的腿她不想看家庭支离破碎。如果解释不,5
每次看完这种片子都更加坚信：靠法律不如靠自己，强身健体练好把式搞点弹药比什么都重要,3
恨不得给100颗星系列。胖小子和爸爸哭着说都怪自己的时候，哭得稀里哗啦的。可怜的素媛啊。,5
对小孩下手的都应该凌迟处死。,4
看电影的时候一直在哭，用了2包纸巾，太虐心了,5
得是有多变态才会对小孩子产生性欲,3
一个朋友因为有事没有来看电影。我和她说，不看也好，这部片子太虐心，不是那种韩剧里哭得稀里哗啦的感觉，就是感觉虐心，对，我不知道怎么讲，就是虐心，看完好几天都不痛快那种。,5
不记得看了有没有一半，小女孩进医院后我实在看不下去了，太虐导致心里堵得慌，所以我没有看完这部影片，但是我还是想打五分。,5
不知道该怎么说，从狩猎到7号房间到熔炉到许愿，这个世界本身就存在许多剖开人性本质后发现的肮脏与血腥，做一个好人的定义不只是个人的乐于助人乐善好施，因为单凭怜悯之心和微薄之力是做不成什么事。要好好保护自己保护好身边的人，在有所成的时候担起社会责任。,4
什么样的电影都要跑去ky，不刻意的挑点毛病就是心里难受，看见大家的好评和感动就忍不住为了反驳而反驳的人是不是天性犯贱？你不觉得好看所以多数人都没有欣赏水平，给4-6分的电影打五星的时候是不是想证明自己多特别多与众不同身体不停的被艺术的细胞充斥着？你最独特你是一个人行了吗,5
"把令人窒息的丑陋与罪恶撕开来摊在你我的面前，让人愤恨无奈失望无措…同时又将善良温暖的风吹进几近崩溃的心灵里…
和室友窝在一起看了这部电影，我们都不愿意去直视那揪心挠人的事实…好在，“爸爸”“妈妈”邻居家的小男孩还有心理医生…他们一点点在抚平震惊、愤怒以及渐渐生起怨念的内心…",5
我看了短片，但哭的一塌糊涂，这类的片子一般都不敢看，心脏承受不了。,5
差点就飙泪了。禽兽该死，比禽兽更该死的是不公的司法！很遗憾，一边越来越开放，一边越来越封闭。8.5,5
越是性压抑的文化就越容易产生性变态，根本无法跟任何“萝莉控”“正太控”做朋友，微博上那些粉什么TFBOYS的，简直无法理解他们的世界观。,4
看完真的很生气，一部充满“你受伤了大家就会对你好的”这种鬼话连篇的负能量的片子! 尼玛连小女孩回到学校同学的反应都没敢细讲，你当拍童话呢？如此简单草率的写“心灵创伤、治愈、往前走”，你把沉甸甸的被延展、碾碎的痛苦都往哪儿搁？,2
很悲痛沉重的电影，哭瞎了眼，有时候你很不能理解为什么这么可爱的小朋友会被如此摧残，可是世上就是有那么多变态的存在，人的恶，连佛都渡不了。,5
近期韩剧好多都跟进天朝故事啊，是巧合么,3
“我们会来这里，不是来吵架的。我们肩负着重责大任。我一直觉得这就是民主社会的优点。我们收到信，被通知要来这里，决定一个跟我们素昧平生的人到底有没有罪，不论做出什么样的判决，我们都拿不到好处，也没有损失，那就是我们的国家能这么强大的原因。”精采！剧本、导演、演员个个出色★★★★★,5
偏见，合理的怀疑。任何时候都要保持怀疑的能力。最后，当意见终于统一，每个人默默地穿上外套，离开，桌子上是刚刚一个半小时内发生的巨大震荡留下的痕迹，烟灰缸，纸团，凌乱的纸张，笔，还有那把刀。经过这些震荡后的十二个男人，不管之前是多么的抱着偏见不放，此刻都闪着光。这是人类进步的光芒。,5
投票不管用，意见领袖也没用，你得让每个人都说个够。然后明智的共识才会产生。,5
知道这是一部牛片，只是没想到居然这么牛。,5
看着五十年代的饮水机电风扇和豪华厕所只想感叹“万恶的资本主义”！,5
人是说谎者，人是连自己也会欺骗的说谎者。因为冷漠，成见，因为麻木，可笑的自尊，或者甚至不需要任何理由的去坚持一个谎言。一个没有理智的社会，往往同时也是一个没有感情的社会。强烈推荐，精采绝伦。,5
罗生门，只有阐释，没有真相,5
"情节展开的不错，但是戴维斯主张的部分都只是模棱两可的推测，实际上挨个求证这些东西之后，孩子有可能是凶手，也有可能不是。只是控方的初期工作没有做好，辩方的交叉质询没有做好，案子应该重新调查，而不是简单的判决无罪。

看到有人截屏引用这个十一年前短评做庸俗群众代表我很荣幸。

现在我要补充的话，会说，权利机关的失职是一回事，合理质疑没有毛病，但结局判决无罪是有毛病的。因为不管群众是盲从机构推测，还是盲从男主推测，都只是被碾压。文艺青年批评我追求真相庸俗，那么只要和机构观点相反就行，接受无罪结局才是公平和正义吗。",4
美国之所以能够标榜民主，正是因为这种陪审团制度所映射出来的倾听每一个声音，尊重每一个个体。提出你的“合理怀疑”，大家来讨论，来表决，来投票。但是，并不是每一个陪审团里都有这样一个8号陪审员，而偏见永远存在,5
精湛的表演，恰到好处的对话与矛盾设计。,5
法学狗看了真的深有体会，什么是民主什么是正义，一环扣一环，你心中会有自己的答案。,4
一个人在与11个人持对立观点的情况下如何一一说服众人并反败为胜！,5
民主、人性、理智、原则。合理怀疑。,5
意见领袖在电影中的上佳诠释,5
抽丝剥茧，各个击破，非常牛逼……感到非常非常大的压迫感。气氛竟然还跟一场雨融合得那么好。,5
除开日出日落外，又一部以对话为主的电影。有张力，也有法律的基础常识、以及如何说服人和群体决策等要素。,5
这就叫典型的剧情片,3
人类电影精华。天气随着讨论的进行由闷热、大雨到平静。Lumet的调度和运镜是殿堂级的，或者是摄影机被技巧高超的剧本和表演所带领，编和导的完美配合，给出这部紧张感从头保持到尾的神作。一个悬念，多个波澜，故事的设置和表达都已入化境。你黑泽明拍7个人，我Lumet就拍12个！哈哈。,5
这就是美国强大的原因。美国爱国教育片，建议本朝以二会为背景拍一个，意义深远。,4
我到觉得与其说是制度的胜利，理性的胜利，不如说是辩论技巧的胜利。其实很多主角提的疑点还可以再继续讨论的。主角也完全不在意投诚的是出于确实相信有疑点，还是只是想早早回家，只有胜利matters? 然后“坏人”太模式化了，谁说反派就不能掌握真理的？反方眼镜男其实大部分时间都对答有理有据,3
西德尼·吕美特的长片处女作。随着剧情发展，焦距逐渐加长，而长焦镜头使空间显得愈加狭窄，似乎身后的墙壁都在不断收紧对角色们的包围圈；影片前1/3的镜头高度在视平线以上，中间1/3与人眼视线相同，而后1/3则在低于视平线的高度取景，角色的重要性、统治力和热情愈加增进，而观众愈加臣服于角色。,5
老人理解老人，矮子理解矮子，贫民窟理解贫民窟，父子不合理解父子不合，甚至天气都可以影响到人对生死的决定…人在理解他人时都会先从自身经历出发。子非鱼，所以需要陪审团去尽可能拼凑出defendant更完整的画面。说到最后其实也只是有一半not guilty的可能，不代表绝对无罪，但人性的善良和对人权的尊重让陪审团选择从无，看到最后很感动。学到了很多，thanks a lot,5
封闭空间室内剧的典范。推理部分很有趣也很有效。难能可贵地是几乎每个陪审团成员性格和立场都很鲜明。节奏调节上今天看来略嫌刻意。人物特写造型光过分漂亮了……,5
我们听到的一切都是一个观点，不是事实，我们看到的一切都是一个视角，不是真相。《沉思录》,5
要么你能证实，要么你能证伪，既不能证实，也不能证伪，那么只能是存疑，在无效的直接证明之前，不能说有罪。“当人群在做一个集体决定的时候，我们往往会忽略这个做决定的过程本身，而这个过程很可能导致结果的走向。”就哲学、法律和伦理来看，一个极其严肃的审判，更关怀的是人心大哉问，这里是严谨的逻辑，理性的自觉，公正的自主，内怀的慈悲，整个辩论过程充满人道主义。这是一部伟大的电影！9.8,5
这是什么成本的制作？就这一个房间？能拍出这么紧张丰满层层递进的情节？respect。排名第一的短评太牛逼，借用一下：其意义不在于“无罪”的结果，而在于整个辩论过程，那是关于人类和世界的哲学大命题，借助12陪审团之辩，对个人和集体，个人和社会，真相和怀疑，等级和尊严，意见和理解，理性和情绪，坚持和盲从，法律和良心，激情和冷静，大胆假设和小心求证等命题，进行交流和探讨，那是火花四溅的碰撞，直指人心。,5
"最后4个反对的人印象很深刻。一个不想动脑子只想着球赛，一个从头到尾都在搞身份政治，一个需要被推翻所有合理证据，而最后那个则有私心想要审判（其实是私刑的一种）。
之所以成为经典是因为虽然拍了12个人物，但是你不需要知道谁是谁，你也不需要知道立场，你只需要听对白，对白里涵盖了所有的立场和人物性格刻画，这是影像艺术的最大魅力。
另外，我仍然认为程序正义可能会在一段时间内带来不正义的结果，但最终一定会通向更高层次的结果正义，或许也是一种否定之否定。",5
至上经典，后来的翻拍者只能说初具皮毛而已。俄罗斯版，加入了车臣战争，宗教元素等，最后男主甚至还祭出慈悲高于法律的偏执旗帜，然后领养了疑犯男孩，把十二怒汉拍成十二圣人好了；国产版十二公民，在国产电影里就算是佳作了，只是少不了煽情，闪回，非常不单纯，更关注于陪审团每个人的个体遭遇和成长，一场讨论下来，人人都自赎了，都和解了。这个初衷不说立意高低，就是过于一厢情愿了。天底下有从此就过上幸福生活的结界之面吗。本片最NB的地方就是最终并没有给出确切的结论，陪审团的使命就是基于对生命权力的尊重，对现有证据链提出合理的质疑，真相是什么，需要坚实的证明，而不是似是而非的推论。片中也提到了这是我们国家之所以强大的原因，民主的优越等，那是50年代，作为全球的标榜，老美没毛病。12怒汉，树立了密闭空间叙事的典范。,5
民主的暴政，偏见的通天塔，闷热潮湿的逼仄密闭空间的人性悸动,5
偏见总是遮蔽了真相。,5
真理掌握在少数人手中。,5
居然对着英文字幕看得津津有味,5
一张桌子众生相。1.群众主持人 2.好奇秃顶-引话 3.take it personal有心理阴影的偏见者 4.相信证据的理性人 5.贫民窟出身的不自信群众-制止10 6.朴素正义的群众-制止3 7.赶时间的自私人 8.合理怀疑的正义骑士-回应4 9.智慧老人-回应4 10. 偏执仇贫的racist 11. 讲究细节的钟表匠-制止7 12. 浮夸墙头草 何时转变立场以及debate的对手非常体现人物性格。偏见者藏在多数之中很嚣张，一旦少数就会怂，但一开始能够提出合理怀疑的8号实在太少了。,5
场面调度太棒了，台词掷地有声，恰到好处的节奏控制，演员连面部运动的皱褶都刻着演技。电影本身的表现已经足够沸腾，简直超越了关于人性与偏见的讨论。,5
像12怒汉这样的电影不经典是不可能的，故事写的太好了，对白更是无懈可击，而演员的表演不管是剧中的哪个演员都演得近乎完美，主题很简单也很深刻，作为一个人如何去对待另一个人的生与死。,4
美国的陪审制度从某种程度上实现了民主和精英的共存，他建立在这样一个很康德的基础之上，就是人类具有理性，所以可以被启蒙，可以根据事实判断。但是这个例子却不适合推广，因为作为陪审的客观决定的是他人的利益，而在公共事务中却是对利益的冲突进行决策。不管怎么说，一等一的好片，剧情张力表演。,5
异常生动的群戏，12个人高度个性化，诸多细节遥相呼应，密闭空间内调度灵活，台词机锋无比，法庭辩论与个人隐私交汇，高潮迭起与相对回落之节奏把握得炉火纯青，看这样的电影真是享受！,5
从开始的随意表态，到激烈讨论观点冲突再到结局反转，每个角色的存在都被肯定，其观点的转变都合情合理。干脆利落，没有一丝冗余地展现了美国司法精神。对比前几天看的《局外人》，这才是我向往的民主制度,5
今年看过最精彩的十佳电影！法律-人间上帝，陪审团正是代表神的权柄来审查、定罪、宽恕、辨别人。有时候耳听为虚、眼见不为实，用智慧辨别真伪、用观察细节还原真相、用公义断定是非，还要有颗谦虚仁慈、戒慎恐惧的心,5
目前为止觉得哈尔是宫崎骏作品里最帅的男角,5
看了这个电影就想要一个家。擦地板，在阳光下面放上铺着干净桌布的餐桌，还有照顾小火苗，就如同守护爱人的心一般。,5
虽然它确实不如宫崎骏的很多作品，也不是最受欢迎的，但却是我最爱。每次响起俩人初遇时在屋顶跳跃的那段音乐，都觉得莫名的悲伤。也正是因为这种感觉，它才是最爱。,5
染发剂事件之后，形象崩塌暴露屁孩本质萌到吐血！哈尔一定是宫崎骏作品最帅男主了，配音还是木 村 拓 哉，简直不给活路,5
宫崎骏的片子里。老奶奶都很丑。但都是好老奶奶。,4
人不漂亮活着还有什么意思...哈哈哈哈太可爱了哈尔...,4
"你的头发染上了星光的颜色……
爱的颜色……",5
宫老唯一采用的美男主~~千年一见,5
爱，就是替爱人找回自己的心。,5
因为有爱的能力和欲望，我们才年轻。如果太自卑与屈服现实，会像苏菲一样瞬间苍老。,5
腾空徒步的那一段，最浪漫,4
爱给了苏菲勇气，哈尔爱苏菲的勇气。,5
"比起宫爷爷以前的电影,这电影的主题更轻松.但是依然有一如既往的温暖.另外,哈尔那种小屁孩的性格实在太可爱了!",5
看了这么多遍我还是不知道在讲什么，感觉有点野心大，又想把战争啊救赎啊什么的都说好结果就是有点没有重心。画面美爆了，也只有宫崎骏能这么有耐心吧,4
1，哈尔变身之后的造型就是折了翼的天使。2，王后是女同，看上苏菲了。3，每个宫崎骏都要有老巫婆，善良女，宠物狗，无语怪。还有各种帅男！,4
这个……其实我没怎么看明白，14年的宫崎骏粉丝就这么秀逗了。……（后来千和我说她也不懂，少许有点心理安慰……）,4
木村拓哉的声音真是亚萨西啊……,5
这是一个关于爱与拯救的故事，从最初喜欢你超高的颜值、酷炫的技能、王子一般的出场，到最后爱你内心孤独又傲娇、脆弱又勇敢、蠢萌又理想主义的小男孩。爱就是逐渐靠近、了解、懂得，接纳你真实的样子，依然不离不弃。,5
看过很多次，印象最深居然是里面的好吃的，煎鸡蛋和培根，还有吃鸡蛋壳的恶魔，很好看。,4
以前一直认为《哈尔的移动城堡》是我最爱的宫崎骏作品，再看时却很难接受故事的半成品感，一方面很难捕捉苏菲和哈尔的感情线，另一方面战争线则更加毫无逻辑章法。更是由于里面的角色都塑造的非常精彩，遗憾就更为严重，如晨间剧女主角般善良坚定的苏菲，亦正亦邪勇敢也懦弱的哈尔，荒地女巫、莎莉曼夫人、卡西法、马鲁克，还有被施了魔法的稻草人王子也都十分可爱。我最喜欢《哈尔》的一点，是被清晰反映在海报上的，被施了魔法变成老婆婆的女主角设定。年轻的苏菲自卑而犹豫，但苏菲婆婆则总是充满行动力，按她自己的说法“上了年纪的好处…是可以失去的东西变少了”。正如作品中苏菲在不同场景和行动下自由变幻的外貌，魔法更像是一种幻象，让苏菲得以换个角度看自身和世界，她也因此获得重生。,4
"其实诅咒不是衰老，而是容貌会随着心理年龄而不断变化。所以当她不敢去对抗既定命运时，当她爱上了哈尔却很自卑时她就是满脸皱纹的老妇，可当她在王宫里神采飞扬的为哈尔争辩当她牵着哈尔的手走在秘密花园，她又一点一点变回了少女。而哈尔也有对应的两面性，他是温柔俊美能保护自己心爱女子的完美情人，也是因为头发变色而大发脾气说着不漂亮还活着干嘛的幼稚小孩。
所以，他既是苏菲的儿子又是苏菲的情人。
苏菲没法直面自己的内心，哈尔也一直在逃避，他用移动的城堡来躲避战乱和国王的征召。后来他们相遇，苏菲告诉哈尔他们可以一起承担，她为他去了王宫。哈尔在敌军空袭时对苏菲说不能再逃了，他已经有了要守护的人。
从来好的感情都是为了彼此成为了更好的自己。
看这部电影的过程温柔平静，人性的美好和纯真无处不在，看完整个人都很温暖。",5
"赞这句 ""勇敢面对自己的时候是美丽的少女，退缩时就会变成风烛残年的老妇。"" 的评论",3
烂片。说宫崎骏造梦还真不假，整部片就跟做梦一样混乱不堪，逻辑频繁缺失，主线变化莫测，人物表现不符情理。基本的讲故事都讲不清楚，你弄那么多山清水秀五光十色的有什么用，看美图我还不如去刷会pixiv。评分8.9的片子，排第一的评论竟然是8000多有用的剧情疑难解答，有点好笑。,2
木村的哈尔~,5
欧式小镇，美少年，少女，女巫，城堡，魔法……还有比这更对胃口的了吗？,5
行吧，那个接吻的镜头把我雷倒了。,4
故事说到后面很飘忽，但还是好看的。可能要找机会再重看捋一下细节什么的...,4
苏菲被哈尔从天上带到集市里的那段圆舞曲。我记得看这片的时候正好是月考后的家长会，我边看边焦虑得想哭。,4
女主为何恢复年轻这个关键点没有交代清楚、还有其他一些重要点也没有解释或逻辑不通（如为何把房子拆了建、为何躲着女法师还要留她的狗、女主妈妈怎么认出她的也没问变老原因等），可以说剧情处于半混乱状态（为了看明白还要补原著吗？）。不理解为啥同样混乱的国产片分数不超过5，这个画的好就高分。,2
激动之下，把日、英、台三个配音版本全看了……,5
哈尔太帅了 看的我少女心泛滥 哈哈哈 歌曲也超级好听 我看的很表面 看完之后有想很多 但是现在都忘了差不多了 就记得哈尔好帅啊！！！！！！！！！,5
完全想一出是一出啊，真的毫无逻辑，也没有剧本架构。为了少女心而少女心，为了反战而反战，为了飞行而飞行，为了移动城堡而移动。开头的天空舞步相当梦幻，吉卜力确实代表了日本动画的作画水平，完全是感觉的模拟重现。而神奇之处就在于，飞行这类东西，是人类不曾真实拥有过的，所以完全是梦幻的重塑和演绎。四个切换门也很精彩。后来好人坏人一锅乱炖，结尾少女之吻➕主题曲一通轰鸣解救全世界的套路，真的不能接受啊。,3
看过很多遍的动画了。喜欢男主角的颜，发现自己是对比较帅的动漫人物毫无抵抗力啊😂很喜欢宫崎骏的动画，很纯粹。,5
百看不厌的一部日本动画，被小火堆萌到了(*^▽^)/★*☆,4
宫崎骏的动画里，永远有那么美丽的在世间到不了却仿佛闭眼就能到达的美丽地方，也有那过程曲折最后美满的故事，以及天马行空的想象和满是魔幻的笔调，还有那些可爱而又让人无法忘记的小孩子和火焰魔，这里的哈尔绝对是宫崎骏笔下的最大的帅哥。,5
